muni,county,year,resgas,commgas,indusgas,streetgas,totgas
Gloucester City city,Camden,2019,2779735.00,1746834.00,46781.00,NDA,4573351.00
Gloucester City city,Camden,2020,2528529.00,1533340.00,28563.00,NDA,4090432.00
Gloucester City city,Camden,2021,2696646.00,1412645.00,27798.00,NDA,4137089.00
Gloucester township,Camden,2015,15253465.00,35335967.00,107796.00,NDA,50697229.00
Gloucester township,Camden,2016,12888651.00,30242016.00,78442.00,NDA,43209109.00
Gloucester township,Camden,2017,12658690.00,29994211.00,90141.00,NDA,42743042.00
Gloucester township,Camden,2018,15306421.00,34491757.00,83693.00,NDA,49881871.00
Gloucester township,Camden,2019,14251380.00,31329863.00,73702.00,NDA,45654945.00
Gloucester township,Camden,2020,13246507.00,29030507.00,66481.00,NDA,42343494.00
Gloucester township,Camden,2021,14183254.00,34865308.00,82307.00,NDA,49130870.00
Green Brook township,Somerset,2015,2854754.00,1056098.00,53890.00,NDA,3964742.00
Green Brook township,Somerset,2016,2369987.00,911313.00,50001.00,NDA,3331300.00
Green Brook township,Somerset,2017,2571217.00,972949.00,51361.00,NDA,3595527.00
Green Brook township,Somerset,2018,2922389.00,1083974.00,60447.00,NDA,4066810.00
Green Brook township,Somerset,2019,2689981.00,1025633.00,56224.00,NDA,3771838.00
Green Brook township,Somerset,2020,2500289.00,884579.00,50196.00,NDA,3435064.00
Green Brook township,Somerset,2021,2654559.00,930611.00,58722.00,NDA,3643892.00
Green township,Sussex,2015,NDA,NDA,NDA,NDA,0.00
Green township,Sussex,2016,NDA,NDA,NDA,NDA,0.00
Green township,Sussex,2017,NDA,NDA,NDA,NDA,0.00
Green township,Sussex,2018,NDA,NDA,NDA,NDA,0.00
Green township,Sussex,2019,NDA,NDA,NDA,NDA,0.00
Green township,Sussex,2020,NDA,NDA,NDA,NDA,0.00
Green township,Sussex,2021,NDA,NDA,NDA,NDA,0.00
Greenwich township (Cumberland),Cumberland,2015,939007.00,458045.00,13263.00,NDA,1410314.00
Greenwich township (Cumberland),Cumberland,2016,896796.00,410687.00,11736.00,NDA,1319219.00
Greenwich township (Cumberland),Cumberland,2017,858830.00,507849.00,12746.00,NDA,1379425.00
Greenwich township (Cumberland),Cumberland,2018,973294.00,703119.00,13904.00,NDA,1690318.00
Greenwich township (Cumberland),Cumberland,2019,967161.00,582141.00,15380.00,NDA,1564683.00
Greenwich township (Cumberland),Cumberland,2020,895240.00,511090.00,13301.00,NDA,1419631.00
Greenwich township (Cumberland),Cumberland,2021,977582.00,509504.00,17602.00,NDA,1504688.00
Greenwich township (Gloucester),Gloucester,2015,377539.00,343831.00,13263.00,NDA,734632.00
Greenwich township (Gloucester),Gloucester,2016,361928.00,311534.00,11736.00,NDA,685197.00
Greenwich township (Gloucester),Gloucester,2017,340831.00,409371.00,12746.00,NDA,762948.00
Greenwich township (Gloucester),Gloucester,2018,378974.00,588623.00,13904.00,NDA,981501.00
Greenwich township (Gloucester),Gloucester,2019,373997.00,467302.00,15380.00,NDA,856679.00
Greenwich township (Gloucester),Gloucester,2020,358621.00,417316.00,13301.00,NDA,789238.00
Greenwich township (Gloucester),Gloucester,2021,412432.00,410568.00,17602.00,NDA,840602.00
Greenwich township (Warren),Warren,2015,1470186.00,615528.00,NDA,NDA,2085714.00
Greenwich township (Warren),Warren,2016,1518081.00,643750.00,NDA,NDA,2161830.00
Greenwich township (Warren),Warren,2017,1585982.00,623561.00,NDA,NDA,2209543.00
Greenwich township (Warren),Warren,2018,1810081.00,568160.00,NDA,NDA,2378241.00
Greenwich township (Warren),Warren,2019,1687640.00,618949.00,NDA,NDA,2306589.00
Greenwich township (Warren),Warren,2020,2572650.00,929831.00,NDA,NDA,3502481.00
Greenwich township (Warren),Warren,2021,3279024.00,1471043.00,NDA,NDA,4750067.00
Guttenberg town,Hudson,2015,1486417.00,1837631.00,30143.00,NDA,3354191.00
Guttenberg town,Hudson,2016,1309087.00,1624017.00,23730.00,NDA,2956833.00
Guttenberg town,Hudson,2017,1352568.00,1658268.00,27209.00,NDA,3038044.00
Guttenberg town,Hudson,2018,1525766.00,1731075.00,27102.00,NDA,3283943.00
Guttenberg town,Hudson,2019,1436568.00,1664556.00,26942.00,NDA,3128067.00
Guttenberg town,Hudson,2020,1335734.00,1509017.00,27336.00,NDA,2872087.00
Guttenberg town,Hudson,2021,1373349.00,1394719.00,28066.00,NDA,2796134.00
Hackensack city,Bergen,2015,6553956.00,17511802.00,309813.00,NDA,24375571.00
Hackensack city,Bergen,2016,5520277.00,14744198.00,235367.00,46.00,20499888.00
Hackensack city,Bergen,2017,5873735.00,16004496.00,244924.00,NDA,22123155.00
Hackensack city,Bergen,2018,6525441.00,17455880.00,307231.00,NDA,24288552.00
Hackensack city,Bergen,2019,6248584.00,17023254.00,298369.00,NDA,23570206.00
Hackensack city,Bergen,2020,5794004.00,14975144.00,274732.00,NDA,21043880.00
Hackensack city,Bergen,2021,6125118.00,14020905.00,262389.00,NDA,20408412.00
Hackettstown town,Warren,2015,1720946.00,2610411.00,NDA,NDA,4331357.00
Hackettstown town,Warren,2016,1749198.00,2652244.00,NDA,NDA,4401443.00
Hackettstown town,Warren,2017,1872993.00,2925532.00,NDA,NDA,4798524.00
Hackettstown town,Warren,2018,2125573.00,3702179.00,NDA,NDA,5827752.00
Hackettstown town,Warren,2019,2052570.00,3553057.00,NDA,NDA,5605627.00
Hackettstown town,Warren,2020,2867249.00,4543418.00,14262170.00,NDA,21672837.00
Hackettstown town,Warren,2021,4098699.00,6112559.00,17230676.00,NDA,27441934.00
Haddon Heights borough,Camden,2015,2439862.00,739121.00,5225.00,NDA,3184208.00
Haddon Heights borough,Camden,2016,2206871.00,646700.00,7322.00,NDA,2860894.00
Haddon Heights borough,Camden,2017,2193486.00,637863.00,6650.00,NDA,2837999.00
Haddon Heights borough,Camden,2018,2556955.00,734365.00,8308.00,NDA,3299628.00
Haddon Heights borough,Camden,2019,2422424.00,700767.00,8566.00,NDA,3131757.00
Haddon Heights borough,Camden,2020,2146940.00,622161.00,7126.00,NDA,2776227.00
Haddon Heights borough,Camden,2021,2342023.00,671525.00,7769.00,NDA,3021316.00
Haddon township,Camden,2015,4165478.00,2480074.00,18177.00,NDA,6663729.00
Haddon township,Camden,2016,3705431.00,2304910.00,12085.00,NDA,6022426.00
Haddon township,Camden,2017,3662054.00,2256397.00,15136.00,NDA,5933588.00
Haddon township,Camden,2018,4313293.00,2291831.00,19551.00,NDA,6624675.00
Haddon township,Camden,2019,4060060.00,2336623.00,20307.00,NDA,6416990.00
Haddon township,Camden,2020,3677553.00,2210750.00,16195.00,NDA,5904498.00
Haddon township,Camden,2021,3915818.00,2291125.00,17158.00,NDA,6224100.00
Haddonfield borough,Camden,2015,4684194.00,1027161.00,10077.00,NDA,5721432.00
Haddonfield borough,Camden,2016,4115109.00,930898.00,7425.00,NDA,5053432.00
Haddonfield borough,Camden,2017,4076109.00,892868.00,12540.00,NDA,4981517.00
Haddonfield borough,Camden,2018,4793743.00,1082756.00,11240.00,NDA,5887740.00
Haddonfield borough,Camden,2019,4498906.00,993102.00,8394.00,NDA,5500402.00
Haddonfield borough,Camden,2020,4114067.00,878641.00,5679.00,NDA,4998386.00
Haddonfield borough,Camden,2021,4346079.00,965465.00,6951.00,NDA,5318495.00
Hainesport township,Burlington,2015,1656555.00,646423.00,75358.00,NDA,2378336.00
Hainesport township,Burlington,2016,1429455.00,555019.00,312601.00,NDA,2297075.00
Hainesport township,Burlington,2017,1495798.00,1008554.00,586267.00,NDA,3090619.00
Hainesport township,Burlington,2018,1748618.00,1155391.00,396583.00,NDA,3300592.00
Hainesport township,Burlington,2019,1618698.00,1078710.00,285023.00,NDA,2982432.00
Hainesport township,Burlington,2020,1470871.00,1002269.00,310261.00,NDA,2783400.00
Hainesport township,Burlington,2021,1601601.00,1056111.00,232740.00,NDA,2890451.00
Haledon borough,Passaic,2015,3316035.00,1628961.00,544955.00,NDA,5489952.00
Haledon borough,Passaic,2016,2999037.00,1145401.00,521625.00,NDA,4666063.00
Haledon borough,Passaic,2017,4596451.00,873049.00,548572.00,NDA,6018071.00
Haledon borough,Passaic,2018,2767186.00,2869128.00,573319.00,NDA,6209633.00
Haledon borough,Passaic,2019,2565728.00,3089298.00,604621.00,NDA,6259647.00
Haledon borough,Passaic,2020,2373194.00,2798958.00,532176.00,NDA,5704329.00
Haledon borough,Passaic,2021,2404720.00,2585244.00,621107.00,NDA,5611071.00
Hamburg borough,Sussex,2015,560250.00,531745.00,NDA,NDA,1091995.00
Hamburg borough,Sussex,2016,581314.00,568594.00,NDA,NDA,1149908.00
Hamburg borough,Sussex,2017,622071.00,569477.00,NDA,NDA,1191548.00
Hamburg borough,Sussex,2018,717822.00,570089.00,NDA,NDA,1287911.00
Hamburg borough,Sussex,2019,707279.00,507427.00,54282.00,NDA,1268988.00
Hamburg borough,Sussex,2020,1053763.00,824738.00,193484.00,NDA,2071984.00
Hamburg borough,Sussex,2021,1161013.00,943843.00,170197.00,NDA,2275053.00
Hamilton township (Atlantic),Atlantic,2015,5591796.00,4133709.00,28891.00,NDA,9754397.00
Hamilton township (Atlantic),Atlantic,2016,4601530.00,3896672.00,31592.00,NDA,8529794.00
Hamilton township (Atlantic),Atlantic,2017,4756897.00,3926282.00,36285.00,NDA,8719464.00
Hamilton township (Atlantic),Atlantic,2018,5638741.00,4198932.00,23840.00,NDA,9861512.00
Hamilton township (Atlantic),Atlantic,2019,5292056.00,3691021.00,16526.00,NDA,8999603.00
Hamilton township (Atlantic),Atlantic,2020,5105559.00,3857356.00,14914.00,NDA,8977829.00
Hamilton township (Atlantic),Atlantic,2021,5508309.00,3948411.00,13481.00,NDA,9470201.00
Hamilton township (Mercer),Mercer,2015,25294705.00,14790142.00,5154640.00,NDA,45239487.00
Hamilton township (Mercer),Mercer,2016,22272230.00,13267514.00,18501088.00,NDA,54040833.00
Hamilton township (Mercer),Mercer,2017,22951778.00,13563560.00,1075839.00,NDA,37591177.00
Hamilton township (Mercer),Mercer,2018,25946391.00,15719767.00,1021055.00,NDA,42687213.00
Hamilton township (Mercer),Mercer,2019,24456140.00,15236500.00,838186.00,NDA,40530827.00
Hamilton township (Mercer),Mercer,2020,22658831.00,13661912.00,910404.00,NDA,37231147.00
Hamilton township (Mercer),Mercer,2021,24101462.00,14849968.00,791479.00,NDA,39742909.00
Hammonton town,Atlantic,2015,3524322.00,2487368.00,46132.00,NDA,6057822.00
Hammonton town,Atlantic,2016,2992427.00,2109429.00,39580.00,NDA,5141436.00
Hammonton town,Atlantic,2017,3069650.00,2412134.00,37811.00,NDA,5519595.00
Hammonton town,Atlantic,2018,3721379.00,2745787.00,43852.00,NDA,6511018.00
Hammonton town,Atlantic,2019,3401640.00,2575433.00,38425.00,NDA,6015498.00
Hammonton town,Atlantic,2020,3191593.00,2308849.00,25876.00,NDA,5526318.00
Hammonton town,Atlantic,2021,3466578.00,2730390.00,31073.00,NDA,6228041.00
Hampton borough,Hunterdon,2015,79532.00,70547.00,NDA,NDA,150079.00
Hampton borough,Hunterdon,2016,84239.00,74879.00,NDA,NDA,159118.00
Hampton borough,Hunterdon,2017,96100.00,76723.00,NDA,NDA,172823.00
Hampton borough,Hunterdon,2018,118596.00,81465.00,NDA,NDA,200061.00
Hampton borough,Hunterdon,2019,122379.00,75848.00,NDA,NDA,198227.00
Hampton borough,Hunterdon,2020,200748.00,128448.00,NDA,NDA,329196.00
Hampton borough,Hunterdon,2021,264478.00,155194.00,NDA,NDA,419672.00
Hampton township,Sussex,2015,327307.00,283931.00,NDA,NDA,611238.00
Hampton township,Sussex,2016,332316.00,291121.00,NDA,NDA,623438.00
Hampton township,Sussex,2017,365138.00,322100.00,NDA,NDA,687237.00
Hampton township,Sussex,2018,411421.00,388967.00,NDA,NDA,800388.00
Hampton township,Sussex,2019,391893.00,377964.00,NDA,NDA,769857.00
Hampton township,Sussex,2020,535820.00,572068.00,NDA,NDA,1107889.00
Hampton township,Sussex,2021,774020.00,1079067.00,NDA,NDA,1853087.00
Hanover township,Morris,2015,5718500.00,4613538.00,4155617.00,NDA,14487655.00
Hanover township,Morris,2016,5861163.00,4366841.00,3308257.00,NDA,13536261.00
Hanover township,Morris,2017,8960319.00,4356200.00,162857.00,NDA,13479376.00
Hanover township,Morris,2018,6923442.00,5154258.00,2637824.00,NDA,14715524.00
Hanover township,Morris,2019,5733319.00,4997339.00,3534884.00,NDA,14265543.00
Hanover township,Morris,2020,5187422.00,4503491.00,3118596.00,NDA,12809510.00
Hanover township,Morris,2021,5330742.00,4628585.00,3100938.00,NDA,13060265.00
Harding township,Morris,2015,3319514.00,216276.00,NDA,NDA,3535790.00
Harding township,Morris,2016,3046298.00,205105.00,NDA,NDA,3251402.00
Harding township,Morris,2017,3056149.00,204280.00,NDA,NDA,3260429.00
Harding township,Morris,2018,3543729.00,227384.00,NDA,NDA,3771113.00
Harding township,Morris,2019,3310854.00,204523.00,NDA,NDA,3515377.00
Harding township,Morris,2020,3301855.00,193638.00,NDA,NDA,3495494.00
Harding township,Morris,2021,3219739.00,187301.00,NDA,NDA,3407040.00
Hardwick township,Warren,2015,NDA,NDA,NDA,NDA,0.00
Hardwick township,Warren,2016,NDA,NDA,NDA,NDA,0.00
Hardwick township,Warren,2017,NDA,NDA,NDA,NDA,0.00
Hardwick township,Warren,2018,NDA,NDA,NDA,NDA,0.00
Hardwick township,Warren,2019,NDA,NDA,NDA,NDA,0.00
Hardwick township,Warren,2020,NDA,NDA,NDA,NDA,0.00
Hardwick township,Warren,2021,NDA,NDA,NDA,NDA,0.00
Hardyston township,Sussex,2015,1305071.00,667432.00,NDA,NDA,1972503.00
Hardyston township,Sussex,2016,1351481.00,667797.00,NDA,NDA,2019278.00
Hardyston township,Sussex,2017,1455325.00,681011.00,NDA,NDA,2136335.00
Hardyston township,Sussex,2018,1651861.00,775191.00,NDA,NDA,2427052.00
Hardyston township,Sussex,2019,1591613.00,756042.00,NDA,NDA,2347654.00
Hardyston township,Sussex,2020,2405687.00,1049360.00,NDA,NDA,3455047.00
Hardyston township,Sussex,2021,2630805.00,1313641.00,NDA,NDA,3944446.00
Harmony township,Warren,2015,NDA,NDA,NDA,NDA,0.00
Harmony township,Warren,2016,NDA,NDA,NDA,NDA,0.00
Harmony township,Warren,2017,NDA,NDA,NDA,NDA,0.00
Harmony township,Warren,2018,NDA,NDA,NDA,NDA,0.00
Harmony township,Warren,2019,NDA,NDA,NDA,NDA,0.00
Harmony township,Warren,2020,1553.00,NDA,NDA,NDA,1553.00
Harmony township,Warren,2021,1548.00,NDA,NDA,NDA,1548.00
Harrington Park borough,Bergen,2015,2477634.00,187859.00,4586.00,NDA,2670079.00
Harrington Park borough,Bergen,2016,2061949.00,133734.00,3747.00,NDA,2199430.00
Harrington Park borough,Bergen,2017,2183188.00,142634.00,3855.00,NDA,2329677.00
Harrington Park borough,Bergen,2018,2419268.00,153756.00,4287.00,NDA,2577311.00
Harrington Park borough,Bergen,2019,2364567.00,149319.00,3537.00,NDA,2517423.00
Harrington Park borough,Bergen,2020,2142799.00,125313.00,3303.00,NDA,2271415.00
Harrington Park borough,Bergen,2021,2230954.00,189943.00,3133.00,NDA,2424030.00
Harrison town,Hudson,2015,3326462.00,3200777.00,194101.00,NDA,6721340.00
Harrison town,Hudson,2016,3061764.00,2883517.00,147876.00,NDA,6093157.00
Harrison town,Hudson,2017,3095946.00,3027549.00,177331.00,NDA,6300826.00
Harrison town,Hudson,2018,3544572.00,3415349.00,212414.00,NDA,7172335.00
Harrison town,Hudson,2019,3381771.00,2877861.00,210676.00,NDA,6470308.00
Harrison town,Hudson,2020,3042170.00,1992374.00,184775.00,NDA,5219319.00
Harrison town,Hudson,2021,3162697.00,2518205.00,170037.00,NDA,5850939.00
Harrison township,Gloucester,2015,4668077.00,694173.00,NDA,NDA,5362249.00
Harrison township,Gloucester,2016,3829478.00,636908.00,NDA,NDA,4466386.00
Harrison township,Gloucester,2017,3942677.00,658257.00,NDA,NDA,4600934.00
Harrison township,Gloucester,2018,4705348.00,903985.00,NDA,NDA,5609333.00
Harrison township,Gloucester,2019,4405719.00,2171103.00,NDA,NDA,6576823.00
Harrison township,Gloucester,2020,4098976.00,3685254.00,23088.00,NDA,7807317.00
Harrison township,Gloucester,2021,4411746.00,2830482.00,1990685.00,NDA,9232913.00
Harvey Cedars borough,Ocean,2015,472576.00,103533.00,CWC,NDA,576109.00
Harvey Cedars borough,Ocean,2016,425409.00,93188.00,CWC,NDA,518597.00
Harvey Cedars borough,Ocean,2017,444171.00,91362.00,CWC,NDA,535533.00
Harvey Cedars borough,Ocean,2018,573511.00,103855.00,CWC,NDA,677366.00
Harvey Cedars borough,Ocean,2019,535545.00,96364.00,CWC,NDA,631909.00
Harvey Cedars borough,Ocean,2020,5052626.00,3732060.00,CWC,NDA,8784686.00
Harvey Cedars borough,Ocean,2021,5338332.00,4124603.00,CWC,NDA,9462935.00
Hasbrouck Heights borough,Bergen,2015,3980497.00,1606696.00,22856.00,NDA,5610049.00
Hasbrouck Heights borough,Bergen,2016,3476112.00,1416496.00,24289.00,NDA,4916898.00
Hasbrouck Heights borough,Bergen,2017,3590687.00,1505748.00,28723.00,NDA,5125158.00
Hasbrouck Heights borough,Bergen,2018,4072218.00,1714965.00,34687.00,NDA,5821871.00
Hasbrouck Heights borough,Bergen,2019,3842518.00,1625759.00,34801.00,NDA,5503077.00
Hasbrouck Heights borough,Bergen,2020,3481277.00,1391174.00,19750.00,NDA,4892201.00
Hasbrouck Heights borough,Bergen,2021,3732886.00,1467887.00,26792.00,NDA,5227565.00
Haworth borough,Bergen,2015,1973447.00,2249560.00,2645.00,NDA,4225652.00
Haworth borough,Bergen,2016,1641723.00,2283419.00,2087.00,NDA,3927229.00
Haworth borough,Bergen,2017,1740498.00,1788484.00,2572.00,NDA,3531553.00
Haworth borough,Bergen,2018,1960011.00,2022638.00,3435.00,NDA,3986083.00
Haworth borough,Bergen,2019,1892133.00,2351412.00,3411.00,NDA,4246956.00
Haworth borough,Bergen,2020,1763748.00,2297916.00,3422.00,NDA,4065086.00
Haworth borough,Bergen,2021,1834438.00,2212370.00,3075.00,NDA,4049883.00
Hawthorne borough,Passaic,2015,6905040.00,2133046.00,352870.00,NDA,9390955.00
Hawthorne borough,Passaic,2016,6343780.00,1770248.00,314114.00,NDA,8428141.00
Hawthorne borough,Passaic,2017,6446447.00,2016032.00,260554.00,NDA,8723033.00
Hawthorne borough,Passaic,2018,6971839.00,2012200.00,316601.00,NDA,9300640.00
Hawthorne borough,Passaic,2019,6865789.00,2044820.00,328786.00,NDA,9239395.00
Hawthorne borough,Passaic,2020,6342351.00,1753303.00,234390.00,NDA,8330044.00
Hawthorne borough,Passaic,2021,6378263.00,1862463.00,253914.00,NDA,8494640.00
Hazlet township,Monmouth,2015,5531426.00,2148297.00,CWC,NDA,7679723.00
Hazlet township,Monmouth,2016,5145542.00,2123441.00,CWC,NDA,7268983.00
Hazlet township,Monmouth,2017,5174879.00,2057494.00,CWC,NDA,7232373.00
Hazlet township,Monmouth,2018,5967501.00,2246511.00,CWC,NDA,8214012.00
Hazlet township,Monmouth,2019,5680785.00,2042252.00,CWC,NDA,7723037.00
Hazlet township,Monmouth,2020,1593113.00,619387.00,CWC,NDA,2212500.00
Hazlet township,Monmouth,2021,1691795.00,665029.00,CWC,NDA,2356824.00
Helmetta borough,Middlesex,2015,701768.00,71596.00,NDA,NDA,773364.00
Helmetta borough,Middlesex,2016,628086.00,54849.00,NDA,NDA,682935.00
Helmetta borough,Middlesex,2017,651231.00,59467.00,NDA,NDA,710698.00
Helmetta borough,Middlesex,2018,746945.00,67768.00,NDA,NDA,814714.00
Helmetta borough,Middlesex,2019,690171.00,63757.00,NDA,NDA,753928.00
Helmetta borough,Middlesex,2020,625562.00,56044.00,NDA,NDA,681606.00
Helmetta borough,Middlesex,2021,673882.00,58375.00,NDA,NDA,732257.00
High Bridge borough,Hunterdon,2015,317222.00,134110.00,NDA,NDA,451331.00
High Bridge borough,Hunterdon,2016,334592.00,143183.00,NDA,NDA,477774.00
High Bridge borough,Hunterdon,2017,356979.00,158708.00,NDA,NDA,515687.00
High Bridge borough,Hunterdon,2018,436225.00,186016.00,NDA,NDA,622240.00
High Bridge borough,Hunterdon,2019,436953.00,173368.00,NDA,NDA,610321.00
High Bridge borough,Hunterdon,2020,679732.00,238983.00,7257402.00,NDA,8176117.00
High Bridge borough,Hunterdon,2021,882018.00,318189.00,20180394.00,NDA,21380602.00
Highland Park borough,Middlesex,2015,3339663.00,2356310.00,21963.00,NDA,5717936.00
Highland Park borough,Middlesex,2016,2997726.00,2106281.00,12622.00,NDA,5116628.00
Highland Park borough,Middlesex,2017,3118232.00,2207348.00,13367.00,NDA,5338946.00
Highland Park borough,Middlesex,2018,3549154.00,2374614.00,15503.00,NDA,5939272.00
Highland Park borough,Middlesex,2019,3308114.00,2343908.00,13897.00,NDA,5665918.00
Highland Park borough,Middlesex,2020,3047068.00,2121706.00,9171.00,NDA,5177945.00
Highland Park borough,Middlesex,2021,3298390.00,2171542.00,11402.00,NDA,5481334.00
Highlands borough,Monmouth,2015,1312304.00,432887.00,CWC,NDA,1745191.00
Highlands borough,Monmouth,2016,915079.00,322302.00,CWC,NDA,1237381.00
Highlands borough,Monmouth,2017,1123469.00,382826.00,CWC,NDA,1506295.00
Highlands borough,Monmouth,2018,1308013.00,413312.00,CWC,NDA,1721325.00
