muni,county,year,elecutil,reselec,commelec,induselec,streetelec,totelec,gasutil
Tewksbury township,Hunterdon,2017,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Tewksbury township,Hunterdon,2018,JCPL,40127076.00,12496834.00,72102.00,25380.00,52721392.00,PSEG
Tewksbury township,Hunterdon,2019,JCPL,38590460.00,12703526.00,75405.00,25380.00,51394771.00,PSEG
Tewksbury township,Hunterdon,2020,JCPL,39544299.00,10639290.00,58015.00,25380.00,50266984.00,PSEG
Tewksbury township,Hunterdon,2021,JCPL,40673084.00,11021600.00,62998.00,25380.00,51783062.00,PSEG
Tinton Falls borough,Monmouth,2015,JCPL,60134835.00,119825115.00,8802882.00,528193.00,189291025.00,NJNG
Tinton Falls borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Tinton Falls borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Tinton Falls borough,Monmouth,2018,JCPL,60679651.00,115958326.00,9357209.00,556442.00,186551628.00,NJNG
Tinton Falls borough,Monmouth,2019,JCPL,58571905.00,108296740.00,9482435.00,554377.00,176905457.00,NJNG
Tinton Falls borough,Monmouth,2020,JCPL,60252810.00,96315583.00,8877056.00,536741.00,165982190.00,NJNG
Tinton Falls borough,Monmouth,2021,JCPL,62260654.00,98250117.00,8313091.00,537120.00,169360982.00,NJNG
Toms River township,Ocean,2015,JCPL,382776081.00,335147409.00,11267457.00,5084758.00,734275705.00,NJNG
Toms River township,Ocean,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Toms River township,Ocean,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Toms River township,Ocean,2018,JCPL,380580591.00,312797321.00,9653212.00,5067736.00,708098860.00,NJNG
Toms River township,Ocean,2019,JCPL,372573114.00,305647960.00,9455997.00,5058764.00,692735835.00,NJNG
Toms River township,Ocean,2020,JCPL,382946983.00,266031144.00,8875479.00,5043467.00,662897073.00,NJNG
Toms River township,Ocean,2021,JCPL,394381307.00,280128117.00,7837385.00,5038527.00,687385336.00,NJNG
Totowa borough,Passaic,2015,PSEG,35603623.00,119391751.00,68657298.00,771477.00,224424149.00,PSEG
Totowa borough,Passaic,2016,PSEG,38247089.00,115802669.00,59365439.00,771263.00,214186460.00,PSEG
Totowa borough,Passaic,2017,PSEG,35274146.00,112822838.00,58699635.00,600948.00,207397567.00,PSEG
Totowa borough,Passaic,2018,PSEG,35538998.00,111082261.00,61135277.00,829594.00,208586130.00,PSEG
Totowa borough,Passaic,2019,PSEG,33935353.00,107570840.00,61751955.00,643403.00,203901551.00,PSEG
Totowa borough,Passaic,2020,PSEG,35287740.00,125073336.00,60201170.00,875698.00,221437944.00,PSEG
Totowa borough,Passaic,2021,PSEG,35324785.00,131473037.00,62003678.00,833700.00,229635200.00,PSEG
Trenton city,Mercer,2015,PSEG,177044325.00,381852625.00,50115948.00,10343814.00,619356712.00,PSEG
Trenton city,Mercer,2016,PSEG,174221924.00,371632230.00,45935514.00,11079263.00,602868931.00,PSEG
Trenton city,Mercer,2017,PSEG,167201503.00,361990688.00,44030430.00,10403300.00,583625921.00,PSEG
Trenton city,Mercer,2018,PSEG,181273953.00,368924397.00,47134057.00,12207688.00,609540095.00,PSEG
Trenton city,Mercer,2019,PSEG,178442583.00,364268247.00,49695508.00,10823419.00,603229757.00,PSEG
Trenton city,Mercer,2020,PSEG,185020440.00,346349807.00,48591909.00,12228855.00,592191011.00,PSEG
Trenton city,Mercer,2021,PSEG,192430517.00,334896424.00,49610504.00,11561246.00,588498691.00,PSEG
Tuckerton borough,Ocean,2015,ACE,28662418.00,22771382.00,770442.00,158227.00,52362469.00,NJNG
Tuckerton borough,Ocean,2016,ACE,26971242.00,21834881.00,820046.00,159172.00,49785341.00,NJNG
Tuckerton borough,Ocean,2017,ACE,25000818.00,20419761.00,866508.00,159370.00,46446457.00,NJNG
Tuckerton borough,Ocean,2018,ACE,27040177.00,22343134.00,906005.00,159370.00,50448686.00,NJNG
Tuckerton borough,Ocean,2019,ACE,25443436.00,21908206.00,880575.00,159870.00,48392087.00,NJNG
Tuckerton borough,Ocean,2020,ACE,25898718.00,21441304.00,1013269.00,161376.00,48514667.00,NJNG
Tuckerton borough,Ocean,2021,ACE,26001476.00,21734272.00,1022574.00,161681.00,48920003.00,NJNG
Union Beach borough,Monmouth,2015,JCPL,18214724.00,4855246.00,17353297.00,157959.00,40581226.00,NJNG
Union Beach borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Union Beach borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Union Beach borough,Monmouth,2018,JCPL,18669382.00,4740856.00,18009667.00,158100.00,41578005.00,NJNG
Union Beach borough,Monmouth,2019,JCPL,18063779.00,4668291.00,14814311.00,158622.00,37705003.00,NJNG
Union Beach borough,Monmouth,2020,JCPL,18198317.00,4556895.00,9852143.00,161340.00,32768695.00,NJNG
Union Beach borough,Monmouth,2021,JCPL,19514017.00,4523286.00,12444870.00,161508.00,36643681.00,NJNG
Union City city,Hudson,2015,PSEG,102228854.00,128351764.00,5941418.00,8367204.00,244889240.00,PSEG
Union City city,Hudson,2016,PSEG,102788892.00,127507112.00,5769756.00,9276148.00,245341908.00,PSEG
Union City city,Hudson,2017,PSEG,98942646.00,125816856.00,5971647.00,10304293.00,241035442.00,PSEG
Union City city,Hudson,2018,PSEG,103824622.00,130885283.00,5472334.00,10362004.00,250544243.00,PSEG
Union City city,Hudson,2019,PSEG,99753821.00,127551363.00,4873701.00,10544940.00,242723825.00,PSEG
Union City city,Hudson,2020,PSEG,102967360.00,121360024.00,4865630.00,9768874.00,238961888.00,PSEG
Union City city,Hudson,2021,PSEG,102749228.00,122126885.00,4343086.00,11539251.00,240758450.00,PSEG
Union township (Hunterdon),Hunterdon,2015,JCPL,25217749.00,37542741.00,262720.00,29970.00,63053180.00,ETG
Union township (Hunterdon),Hunterdon,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Union township (Hunterdon),Hunterdon,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Union township (Hunterdon),Hunterdon,2018,JCPL,25048061.00,34279247.00,262640.00,40408.00,59630356.00,ETG
Union township (Hunterdon),Hunterdon,2019,JCPL,24278690.00,31999928.00,273800.00,50783.00,56603201.00,ETG
Union township (Hunterdon),Hunterdon,2020,JCPL,24493796.00,28233381.00,116240.00,48218.00,52891635.00,ETG
Union township (Hunterdon),Hunterdon,2021,JCPL,25076851.00,28642443.00,62880.00,42801.00,53824975.00,ETG
Union township (Union),Union,2015,PSEG,143263619.00,258251094.00,59062189.00,3548248.00,464125150.00,ETG/PSEG
Union township (Union),Union,2016,PSEG,142636865.00,254858547.00,55374826.00,3559040.00,456429278.00,ETG/PSEG
Union township (Union),Union,2017,PSEG,140730131.00,250470349.00,46327811.00,3170346.00,440698637.00,ETG/PSEG
Union township (Union),Union,2018,PSEG,143156305.00,244770540.00,47422995.00,4211774.00,439561614.00,ETG/PSEG
Union township (Union),Union,2019,PSEG,137575305.00,237339551.00,46306522.00,3394667.00,424616045.00,ETG/PSEG
Union township (Union),Union,2020,PSEG,145195464.00,218035253.00,42661482.00,3752959.00,409645158.00,ETG/PSEG
Union township (Union),Union,2021,PSEG,145785974.00,212583653.00,40767486.00,3798341.00,402935454.00,ETG/PSEG
Upper Deerfield township,Cumberland,2015,PSEG/ACE,12926192.00,13114638.00,22479394.00,275795.00,43019999.00,SJG
Upper Deerfield township,Cumberland,2016,PSEG/ACE,12063153.00,12291426.00,22003468.00,275795.00,41300847.00,SJG
Upper Deerfield township,Cumberland,2017,PSEG/ACE,11365787.00,12050694.00,21662094.00,275590.00,40560716.00,SJG
Upper Deerfield township,Cumberland,2018,PSEG/ACE,8938285.00,9337568.00,19322646.00,274785.00,37873284.00,SJG
Upper Deerfield township,Cumberland,2019,PSEG/ACE,11033067.00,11720244.00,22300212.00,274786.00,45328309.00,SJG
Upper Deerfield township,Cumberland,2020,PSEG/ACE,11048325.00,9703528.00,22806987.00,274785.00,43833625.00,SJG
Upper Deerfield township,Cumberland,2021,PSEG/ACE,11668830.00,9575126.00,23055694.00,274785.00,44574435.00,SJG
Upper Freehold township,Monmouth,2015,JCPL,29680034.00,11597629.00,146210.00,80076.00,41503949.00,PSEG
Upper Freehold township,Monmouth,2016,PSEG/JCPL,6310823.00,2939010.00,NDA,56879.00,9306712.00,PSEG
Upper Freehold township,Monmouth,2017,PSEG/JCPL,5842507.00,2826097.00,NDA,56519.00,8725123.00,PSEG
Upper Freehold township,Monmouth,2018,JCPL,36908160.00,13284473.00,182925.00,136960.00,50512518.00,PSEG
Upper Freehold township,Monmouth,2019,JCPL,35089641.00,12544007.00,164227.00,136961.00,47934836.00,PSEG
Upper Freehold township,Monmouth,2020,JCPL,35458738.00,11342754.00,180606.00,136730.00,47118828.00,PSEG
Upper Freehold township,Monmouth,2021,JCPL,36747790.00,11293356.00,176664.00,127949.00,48345759.00,PSEG
Upper Pittsgrove township,Salem,2015,ACE,19073818.00,8463905.00,530314.00,4595.00,28072632.00,SJG
Upper Pittsgrove township,Salem,2016,ACE,17847094.00,8497956.00,591572.00,3635.00,26940257.00,SJG
Upper Pittsgrove township,Salem,2017,ACE,17036573.00,8758580.00,676217.00,6051.00,26477421.00,SJG
Upper Pittsgrove township,Salem,2018,ACE,17978556.00,9101672.00,702748.00,10924.00,27793900.00,SJG
Upper Pittsgrove township,Salem,2019,ACE,17062587.00,9032072.00,648456.00,11511.00,26754626.00,SJG
Upper Pittsgrove township,Salem,2020,ACE,17187197.00,8746253.00,660174.00,11505.00,26605129.00,SJG
Upper Pittsgrove township,Salem,2021,ACE,17152220.00,9328652.00,671165.00,11508.00,27163545.00,SJG
Upper Saddle River borough,Bergen,2015,RECO,44576569.00,25084418.00,NDA,NDA,69660987.00,PSEG
Upper Saddle River borough,Bergen,2016,RECO,44742295.00,21166497.00,NDA,NDA,65908792.00,PSEG
Upper Saddle River borough,Bergen,2017,RECO,42162362.00,20341229.00,NDA,134512.00,62638103.00,PSEG
Upper Saddle River borough,Bergen,2018,RECO,43863092.00,20948229.00,NDA,137160.00,64948481.00,PSEG
Upper Saddle River borough,Bergen,2019,RECO,42091267.00,19615546.00,NDA,134115.00,61840928.00,PSEG
Upper Saddle River borough,Bergen,2020,RECO,44358332.00,17632472.00,NDA,129896.00,62120700.00,PSEG
Upper Saddle River borough,Bergen,2021,RECO,43911642.00,18186867.00,NDA,135713.00,62234222.00,PSEG
Upper township,Cape May,2015,ACE,60050240.00,30681244.00,2616551.00,511962.00,93859997.00,SJG
Upper township,Cape May,2016,ACE,56993089.00,28976740.00,3396630.00,518677.00,89885136.00,SJG
Upper township,Cape May,2017,ACE,53017008.00,26845615.00,12410888.00,520350.00,92793861.00,SJG
Upper township,Cape May,2018,ACE,57322619.00,27388609.00,15412667.00,527000.00,100650895.00,SJG
Upper township,Cape May,2019,ACE,39553589.00,21520188.00,9918873.00,527575.00,71520225.00,SJG
Upper township,Cape May,2020,ACE,54275520.00,27405157.00,1645167.00,536505.00,83862349.00,SJG
Upper township,Cape May,2021,ACE,54815016.00,27566419.00,1602720.00,547620.00,84531775.00,SJG
Ventnor City city,Atlantic,2015,ACE,44133494.00,25071622.00,8240.00,905316.00,70118672.00,SJG
Ventnor City city,Atlantic,2016,ACE,42643624.00,22792388.00,9369.00,905274.00,66350655.00,SJG
Ventnor City city,Atlantic,2017,ACE,39642613.00,24960306.00,6716.00,906062.00,65515697.00,SJG
Ventnor City city,Atlantic,2018,ACE,43739120.00,26248258.00,5700.00,896128.00,70889206.00,SJG
Ventnor City city,Atlantic,2019,ACE,42326195.00,24470980.00,4575.00,901029.00,67702779.00,SJG
Ventnor City city,Atlantic,2020,ACE,43256613.00,22438651.00,NDA,895825.00,66591089.00,SJG
Ventnor City city,Atlantic,2021,ACE,43457983.00,23906842.00,NDA,894572.00,68259397.00,SJG
Vernon township,Sussex,2015,RECO/JCPL,32920661.00,30918075.00,2697428.00,162720.00,66698884.00,ETG
Vernon township,Sussex,2016,RECO/JCPL,424771.00,NDA,NDA,NDA,424771.00,ETG
Vernon township,Sussex,2017,RECO/JCPL,418025.00,196098.00,NDA,NDA,614123.00,ETG
Vernon township,Sussex,2018,RECO/JCPL,31157022.00,29863759.00,2216561.00,163539.00,63400881.00,ETG
Vernon township,Sussex,2019,RECO/JCPL,30235359.00,28412779.00,2201414.00,163531.00,61013083.00,ETG
Vernon township,Sussex,2020,RECO/JCPL,31523790.00,25321132.00,1496349.00,163544.00,58504815.00,ETG
Vernon township,Sussex,2021,RECO/JCPL,31967427.00,26748441.00,1788761.00,163536.00,60668165.00,ETG
Verona township,Essex,2015,PSEG,42998169.00,35368551.00,625430.00,991063.00,79983213.00,PSEG
Verona township,Essex,2016,PSEG,42709565.00,33047434.00,628129.00,1006205.00,77391333.00,PSEG
Verona township,Essex,2017,PSEG,40722842.00,32235911.00,697102.00,928694.00,74584549.00,PSEG
Verona township,Essex,2018,PSEG,43174940.00,31911521.00,1051449.00,1016303.00,77154213.00,PSEG
Verona township,Essex,2019,PSEG,41485280.00,30762715.00,858645.00,1016388.00,74123028.00,PSEG
Verona township,Essex,2020,PSEG,43383806.00,28639577.00,824032.00,1044259.00,73891674.00,PSEG
Verona township,Essex,2021,PSEG,43124859.00,28671284.00,805154.00,1061548.00,73662845.00,PSEG
Victory Gardens borough,Morris,2015,JCPL,3771866.00,1812467.00,NDA,34176.00,5618509.00,NJNG
Victory Gardens borough,Morris,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Victory Gardens borough,Morris,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Victory Gardens borough,Morris,2018,JCPL,3734455.00,1915691.00,NDA,34176.00,5684322.00,NJNG
Victory Gardens borough,Morris,2019,JCPL,3679959.00,1841313.00,NDA,34176.00,5555448.00,NJNG
Victory Gardens borough,Morris,2020,JCPL,3618519.00,1719059.00,NDA,34176.00,5371754.00,NJNG
Victory Gardens borough,Morris,2021,JCPL,3585295.00,1708625.00,NDA,34176.00,5328096.00,NJNG
Vineland City,Cumberland,2015,MEU/ACE,7728197.00,6277729.00,655266.00,3174.00,14696123.00,SJG
Vineland City,Cumberland,2016,MEU/ACE,7333025.00,6535589.00,742280.00,3174.00,14666682.00,SJG
Vineland City,Cumberland,2017,MEU/ACE,6880289.00,6734211.00,766415.00,3174.00,14410334.00,SJG
Vineland City,Cumberland,2018,MEU/ACE,7246236.00,7136960.00,734040.00,3174.00,15120410.00,SJG
Vineland City,Cumberland,2019,MEU/ACE,6907402.00,7047651.00,503016.00,3174.00,14461243.00,SJG
Vineland City,Cumberland,2020,MEU/ACE,6775891.00,6163336.00,292590.00,3174.00,13234991.00,SJG
Vineland City,Cumberland,2021,MEU/ACE,7067087.00,6592592.00,219527.00,3173.00,13882379.00,SJG
Voorhees township,Camden,2015,PSEG/ACE,90946482.00,179538399.00,9199901.00,1203827.00,314930122.00,SJG
Voorhees township,Camden,2016,PSEG/ACE,91824553.00,171086908.00,8382811.00,1207171.00,304699510.00,SJG
Voorhees township,Camden,2017,PSEG/ACE,84959585.00,171180983.00,5446294.00,1151712.00,293414332.00,SJG
Voorhees township,Camden,2018,PSEG/ACE,98548310.00,191435877.00,5025123.00,1116332.00,296125642.00,SJG
Voorhees township,Camden,2019,PSEG/ACE,93988871.00,178303370.00,4048940.00,1166840.00,277508021.00,SJG
Voorhees township,Camden,2020,PSEG/ACE,95619906.00,163856682.00,3916260.00,1213535.00,264606383.00,SJG
Voorhees township,Camden,2021,PSEG/ACE,87804858.00,150917469.00,3963475.00,1218697.00,243904499.00,SJG
Waldwick borough,Bergen,2015,PSEG,30307854.00,21484972.00,14106187.00,567692.00,66466705.00,PSEG
Waldwick borough,Bergen,2016,PSEG,30036938.00,21119601.00,11637445.00,591944.00,63385928.00,PSEG
Waldwick borough,Bergen,2017,PSEG,29092536.00,20660063.00,10165225.00,499399.00,60417223.00,PSEG
Waldwick borough,Bergen,2018,PSEG,30784613.00,22082889.00,10198692.00,533706.00,63599900.00,PSEG
Waldwick borough,Bergen,2019,PSEG,29309879.00,21759829.00,8723622.00,508600.00,60301930.00,PSEG
Waldwick borough,Bergen,2020,PSEG,30774123.00,20706039.00,8759592.00,492040.00,60731794.00,PSEG
Waldwick borough,Bergen,2021,PSEG,30913012.00,20706815.00,9008613.00,487109.00,61115549.00,PSEG
Wall township,Monmouth,2015,JCPL,114078699.00,173052968.00,18529045.00,606806.00,306267518.00,NJNG
Wall township,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Wall township,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Wall township,Monmouth,2018,JCPL,112590204.00,163023136.00,18212107.00,552321.00,294377768.00,NJNG
Wall township,Monmouth,2019,JCPL,109084734.00,162182414.00,17267999.00,549175.00,289084322.00,NJNG
Wall township,Monmouth,2020,JCPL,111228867.00,151150181.00,16669889.00,548844.00,279597781.00,NJNG
Wall township,Monmouth,2021,JCPL,113432000.00,154936005.00,15890119.00,548844.00,284806968.00,NJNG
Wallington borough,Bergen,2015,PSEG,26832554.00,16463118.00,1219281.00,485797.00,45000750.00,PSEG
Wallington borough,Bergen,2016,PSEG,26758161.00,17147609.00,996677.00,468124.00,45370571.00,PSEG
Wallington borough,Bergen,2017,PSEG,25304052.00,16539786.00,950240.00,392093.00,43186171.00,PSEG
Wallington borough,Bergen,2018,PSEG,26782595.00,16842629.00,1242623.00,501878.00,45369725.00,PSEG
Wallington borough,Bergen,2019,PSEG,25571115.00,16647792.00,1299436.00,472757.00,43991100.00,PSEG
Wallington borough,Bergen,2020,PSEG,26730379.00,15121799.00,778586.00,475997.00,43106761.00,PSEG
Wallington borough,Bergen,2021,PSEG,26447496.00,15812285.00,705456.00,473725.00,43438962.00,PSEG
Walpack township,Sussex,2015,JCPL,298959.00,338244.00,NDA,588.00,637791.00,ETG
Walpack township,Sussex,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Walpack township,Sussex,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Walpack township,Sussex,2018,JCPL,211757.00,336313.00,NDA,504.00,548574.00,ETG
Walpack township,Sussex,2019,JCPL,194107.00,306281.00,NDA,504.00,500892.00,ETG
Walpack township,Sussex,2020,JCPL,205082.00,233587.00,NDA,504.00,439173.00,ETG
Walpack township,Sussex,2021,JCPL,229581.00,251267.00,NDA,504.00,481352.00,ETG
Wanaque borough,Passaic,2015,JCPL,34033080.00,21113825.00,20626617.00,263301.00,76036823.00,PSEG
Wanaque borough,Passaic,2016,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Wanaque borough,Passaic,2017,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
Wanaque borough,Passaic,2018,JCPL,38220574.00,22004488.00,21478430.00,260198.00,81963690.00,PSEG
Wanaque borough,Passaic,2019,JCPL,34823240.00,20764263.00,19881803.00,262428.00,75731734.00,PSEG
Wanaque borough,Passaic,2020,JCPL,35227505.00,20153087.00,21066892.00,261747.00,76709231.00,PSEG
Wanaque borough,Passaic,2021,JCPL,36294068.00,18551898.00,21119847.00,218245.00,76184058.00,PSEG
Wantage township,Sussex,2015,JCPL,12552488.00,16026051.00,571231.00,8268.00,29158038.00,ETG
Wantage township,Sussex,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Wantage township,Sussex,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Wantage township,Sussex,2018,JCPL,13830708.00,16499963.00,512613.00,8268.00,30851552.00,ETG
Wantage township,Sussex,2019,JCPL,13966187.00,16652188.00,526899.00,8268.00,31153542.00,ETG
Wantage township,Sussex,2020,JCPL,14600626.00,15448799.00,536716.00,8268.00,30594409.00,ETG
Wantage township,Sussex,2021,JCPL,15028268.00,15444952.00,512466.00,8268.00,30993954.00,ETG
Warren township,Somerset,2015,PSEG/JCPL,79618747.00,119888850.00,4099419.00,247497.00,203854513.00,PSEG
Warren township,Somerset,2016,PSEG/JCPL,14501076.00,6341399.00,18654.00,125776.00,20986905.00,PSEG
Warren township,Somerset,2017,PSEG/JCPL,13770520.00,6198894.00,18414.00,126066.00,20113894.00,PSEG
Warren township,Somerset,2018,PSEG/JCPL,78383022.00,113507727.00,3984002.00,253852.00,196128603.00,PSEG
Warren township,Somerset,2019,PSEG/JCPL,76553846.00,87385029.00,4089768.00,256697.00,168285340.00,PSEG
Warren township,Somerset,2020,PSEG/JCPL,78391120.00,78080264.00,3955906.00,265510.00,160692800.00,PSEG
Warren township,Somerset,2021,PSEG/JCPL,80529786.00,78218440.00,3761958.00,228689.00,162738873.00,PSEG
Washington borough,Warren,2015,JCPL,22602617.00,11324617.00,26133353.00,200620.00,60261207.00,ETG
Washington borough,Warren,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Washington borough,Warren,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Washington borough,Warren,2018,JCPL,24589987.00,11003920.00,17753189.00,200496.00,53547592.00,ETG
Washington borough,Warren,2019,JCPL,23521931.00,10144428.00,15012691.00,200496.00,48879546.00,ETG
Washington borough,Warren,2020,JCPL,23406846.00,9038412.00,14915328.00,199008.00,47559594.00,ETG
Washington borough,Warren,2021,JCPL,24302458.00,12544748.00,14849004.00,198264.00,51894474.00,ETG
Washington township (Bergen),Bergen,2015,PSEG,37088866.00,15459375.00,103770.00,277657.00,52929668.00,PSEG
Washington township (Bergen),Bergen,2016,PSEG,36641846.00,14508499.00,112674.00,345686.00,51608705.00,PSEG
Washington township (Bergen),Bergen,2017,PSEG,34702762.00,13333052.00,121972.00,319992.00,13396490.00,PSEG
Washington township (Bergen),Bergen,2018,PSEG,35891793.00,13221618.00,118918.00,312408.00,14098430.00,PSEG
Washington township (Bergen),Bergen,2019,PSEG,34093054.00,13154584.00,179798.00,329793.00,13944110.00,PSEG
Washington township (Bergen),Bergen,2020,PSEG,35601949.00,11438692.00,109986.00,317338.00,47467965.00,PSEG
Washington township (Bergen),Bergen,2021,PSEG,35499903.00,11133433.00,107688.00,319601.00,47060625.00,PSEG
Washington township (Burlington),Burlington,2015,ACE,3612073.00,1756024.00,219786.00,9179.00,5597062.00,NJNG
Washington township (Burlington),Burlington,2016,ACE,3474710.00,1762686.00,183002.00,9179.00,5429577.00,NJNG
Washington township (Burlington),Burlington,2017,ACE,3333594.00,1683965.00,192491.00,16606.00,5226656.00,NJNG
Washington township (Burlington),Burlington,2018,ACE,3574907.00,2750592.00,198933.00,16967.00,6541399.00,NJNG
Washington township (Burlington),Burlington,2019,ACE,3411160.00,2723717.00,181185.00,9303.00,6325365.00,NJNG
Washington township (Burlington),Burlington,2020,ACE,3494786.00,2681970.00,188868.00,16947.00,6382571.00,NJNG
Washington township (Burlington),Burlington,2021,ACE,3544212.00,2700143.00,234153.00,16935.00,6495443.00,NJNG
Washington township (Gloucester),Gloucester,2015,PSEG/ACE,123756931.00,148656741.00,889647.00,1439976.00,276427374.00,SJG
Washington township (Gloucester),Gloucester,2016,PSEG/ACE,119319753.00,144689943.00,740046.00,1439567.00,324404966.00,SJG
Washington township (Gloucester),Gloucester,2017,PSEG/ACE,109701211.00,142306026.00,611957.00,1433867.00,310344058.00,SJG
Washington township (Gloucester),Gloucester,2018,PSEG/ACE,115317980.00,144306374.00,557889.00,1442894.00,261625137.00,SJG
Washington township (Gloucester),Gloucester,2019,PSEG/ACE,109615024.00,137015156.00,424575.00,1451250.00,248506005.00,SJG
Washington township (Gloucester),Gloucester,2020,PSEG/ACE,109018326.00,124556600.00,410040.00,1457591.00,235442557.00,SJG
Washington township (Gloucester),Gloucester,2021,PSEG/ACE,111522485.00,139022682.00,372472.00,1458135.00,252375774.00,SJG
Washington township (Morris),Morris,2015,JCPL,79867504.00,24251894.00,17855327.00,95916.00,122070641.00,ETG
Washington township (Morris),Morris,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Washington township (Morris),Morris,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Washington township (Morris),Morris,2018,JCPL,78951200.00,22577676.00,18606690.00,95916.00,120231482.00,ETG
Washington township (Morris),Morris,2019,JCPL,76559948.00,22673552.00,18516220.00,96102.00,117845822.00,ETG
Washington township (Morris),Morris,2020,JCPL,79321446.00,21751146.00,18674539.00,98148.00,119845279.00,ETG
Washington township (Morris),Morris,2021,JCPL,80188421.00,22085617.00,16272018.00,98148.00,118644204.00,ETG
Washington township (Warren),Warren,2015,JCPL,28382200.00,25585686.00,18443212.00,50330.00,72461428.00,ETG
Washington township (Warren),Warren,2016,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Washington township (Warren),Warren,2017,JCPL,NDA,NDA,NDA,NDA,NDA,ETG
Washington township (Warren),Warren,2018,JCPL,29114074.00,19520244.00,6640091.00,51360.00,55325769.00,ETG
Washington township (Warren),Warren,2019,JCPL,27816415.00,18601735.00,5969095.00,51360.00,52438605.00,ETG
Washington township (Warren),Warren,2020,JCPL,28514823.00,16700072.00,4844755.00,51360.00,50111010.00,ETG
Washington township (Warren),Warren,2021,JCPL,27862142.00,17383717.00,5200769.00,51360.00,50497988.00,ETG
Watchung borough,Somerset,2015,PSEG/JCPL,29471141.00,47290502.00,339799.00,447263.00,77548705.00,PSEG
Watchung borough,Somerset,2016,PSEG/JCPL,28429565.00,46163412.00,315960.00,440454.00,75349391.00,PSEG
Watchung borough,Somerset,2017,PSEG/JCPL,26952365.00,43611405.00,246505.00,440658.00,71250933.00,PSEG
Watchung borough,Somerset,2018,PSEG/JCPL,29715079.00,40967642.00,8111120.00,460427.00,79254268.00,PSEG
Watchung borough,Somerset,2019,PSEG/JCPL,28740152.00,38182930.00,8582352.00,463995.00,75969429.00,PSEG
Watchung borough,Somerset,2020,PSEG/JCPL,29444676.00,35500598.00,8501934.00,470638.00,73917846.00,PSEG
Watchung borough,Somerset,2021,PSEG/JCPL,29913785.00,34952434.00,8151067.00,478476.00,73495762.00,PSEG
Waterford township,Camden,2015,ACE,54471993.00,22094527.00,717684.00,334475.00,77618679.00,SJG
Waterford township,Camden,2016,ACE,52314013.00,21794678.00,698963.00,334475.00,75142129.00,SJG
Waterford township,Camden,2017,ACE,48643346.00,20289193.00,704333.00,334475.00,69971347.00,SJG
Waterford township,Camden,2018,ACE,51060732.00,19808278.00,726200.00,334475.00,71929685.00,SJG
Waterford township,Camden,2019,ACE,48762113.00,18606518.00,760807.00,334475.00,68463913.00,SJG
Waterford township,Camden,2020,ACE,49318848.00,17136028.00,768352.00,334475.00,67557703.00,SJG
Waterford township,Camden,2021,ACE,49814107.00,18137131.00,834892.00,334474.00,69120604.00,SJG
Wayne township,Passaic,2015,PSEG/JCPL,191573680.00,346959388.00,52024364.00,1757682.00,592315114.00,PSEG
Wayne township,Passaic,2016,PSEG/JCPL,154160655.00,301503702.00,38462348.00,1823729.00,495950434.00,PSEG
Wayne township,Passaic,2017,PSEG/JCPL,148509160.00,290472747.00,41118096.00,1721559.00,481821562.00,PSEG
Wayne township,Passaic,2018,PSEG/JCPL,188567488.00,317922684.00,58509294.00,1788239.00,566787705.00,PSEG
Wayne township,Passaic,2019,PSEG/JCPL,177962841.00,298261636.00,57623602.00,2115976.00,535964055.00,PSEG
Wayne township,Passaic,2020,PSEG/JCPL,185106556.00,275494880.00,53811913.00,2148797.00,516562146.00,PSEG
Wayne township,Passaic,2021,PSEG/JCPL,184076543.00,290732647.00,59395311.00,2148176.00,536352677.00,PSEG
Weehawken township,Hudson,2015,PSEG,39328741.00,186564488.00,11798116.00,1389652.00,239080997.00,PSEG
