muni,county,year,elecutil,reselec,commelec,induselec,streetelec,totelec,gasutil
Downe township,Cumberland,2015,ACE,7041354.00,1371822.00,16142308.00,150493.00,24705977.00,SJG
Downe township,Cumberland,2016,ACE,6509940.00,1322239.00,14146660.00,150493.00,22129332.00,SJG
Downe township,Cumberland,2017,ACE,6015930.00,1432220.00,17477895.00,150493.00,25076538.00,SJG
Downe township,Cumberland,2018,ACE,6290211.00,1537581.00,17637400.00,150493.00,25615685.00,SJG
Downe township,Cumberland,2019,ACE,6113354.00,1514301.00,14563065.00,150492.00,22341212.00,SJG
Downe township,Cumberland,2020,ACE,5769234.00,6286190.00,6733596.00,150493.00,18939513.00,SJG
Downe township,Cumberland,2021,ACE,6250246.00,13311357.00,1388925.00,150494.00,21101022.00,SJG
Dumont borough,Bergen,2015,PSEG,49757054.00,15317947.00,1646022.00,747457.00,67468480.00,PSEG
Dumont borough,Bergen,2016,PSEG,48822550.00,14709151.00,1400578.00,735393.00,65667672.00,PSEG
Dumont borough,Bergen,2017,PSEG,46296898.00,14290249.00,1303719.00,673561.00,62564427.00,PSEG
Dumont borough,Bergen,2018,PSEG,49052688.00,14778701.00,1255644.00,732169.00,65819202.00,PSEG
Dumont borough,Bergen,2019,PSEG,46156546.00,14406396.00,1262438.00,729628.00,62555008.00,PSEG
Dumont borough,Bergen,2020,PSEG,48684542.00,13438420.00,1246087.00,735022.00,64104071.00,PSEG
Dumont borough,Bergen,2021,PSEG,48431552.00,13666793.00,1204899.00,764448.00,64067692.00,PSEG
Dunellen borough,Middlesex,2015,PSEG,18941024.00,10398469.00,419327.00,419242.00,30178062.00,PSEG
Dunellen borough,Middlesex,2016,PSEG,19156467.00,10639451.00,449608.00,411789.00,30657315.00,PSEG
Dunellen borough,Middlesex,2017,PSEG,17686965.00,10100476.00,534767.00,403170.00,28725378.00,PSEG
Dunellen borough,Middlesex,2018,PSEG,19380571.00,9544835.00,699471.00,400102.00,30024979.00,PSEG
Dunellen borough,Middlesex,2019,PSEG,18365905.00,8646659.00,694031.00,386254.00,28092849.00,PSEG
Dunellen borough,Middlesex,2020,PSEG,18891423.00,8157071.00,469008.00,423120.00,27940622.00,PSEG
Dunellen borough,Middlesex,2021,PSEG,19171831.00,8681782.00,528402.00,439029.00,28821044.00,PSEG
Eagleswood township,Ocean,2015,ACE,9032179.00,3940476.00,2927173.00,70990.00,15970818.00,NJNG
Eagleswood township,Ocean,2016,ACE,8597257.00,3694942.00,3532192.00,70992.00,15895383.00,NJNG
Eagleswood township,Ocean,2017,ACE,8118968.00,3628965.00,3264549.00,71747.00,15084229.00,NJNG
Eagleswood township,Ocean,2018,ACE,8588193.00,3912667.00,2380084.00,71799.00,14952743.00,NJNG
Eagleswood township,Ocean,2019,ACE,8084307.00,3694336.00,3250285.00,72151.00,15101079.00,NJNG
Eagleswood township,Ocean,2020,ACE,8289590.00,3573937.00,3587993.00,71804.00,15523324.00,NJNG
Eagleswood township,Ocean,2021,ACE,8292415.00,3628309.00,5006909.00,71626.00,16999259.00,NJNG
East Amwell township,Hunterdon,2015,PSEG/JCPL,20817183.00,5399671.00,125556.00,31704.00,26374114.00,ETG
East Amwell township,Hunterdon,2016,PSEG/JCPL,579363.00,294482.00,NDA,13668.00,887513.00,ETG
East Amwell township,Hunterdon,2017,PSEG/JCPL,558615.00,110193.00,NDA,13668.00,682476.00,ETG
East Amwell township,Hunterdon,2018,PSEG/JCPL,20473611.00,5521383.00,120896.00,32843.00,26148733.00,ETG
East Amwell township,Hunterdon,2019,PSEG/JCPL,19998233.00,5502456.00,116760.00,31704.00,25649153.00,ETG
East Amwell township,Hunterdon,2020,PSEG/JCPL,20260832.00,4883884.00,116011.00,31704.00,25292431.00,ETG
East Amwell township,Hunterdon,2021,PSEG/JCPL,21013443.00,5141675.00,110932.00,31704.00,26297754.00,ETG
East Brunswick township,Middlesex,2015,PSEG/JCPL,145986052.00,209217907.00,12137142.00,3140601.00,370481702.00,PSEG
East Brunswick township,Middlesex,2016,PSEG/JCPL,108092051.00,192962994.00,9690472.00,2719878.00,313465395.00,PSEG
East Brunswick township,Middlesex,2017,PSEG/JCPL,102396430.00,189490668.00,9734416.00,2295993.00,303917507.00,PSEG
East Brunswick township,Middlesex,2018,PSEG/JCPL,145107434.00,208273178.00,10809676.00,3492598.00,367682886.00,PSEG
East Brunswick township,Middlesex,2019,PSEG/JCPL,137371004.00,198845790.00,11389769.00,3154414.00,350760977.00,PSEG
East Brunswick township,Middlesex,2020,PSEG/JCPL,143494401.00,177621842.00,10814858.00,3168273.00,335099374.00,PSEG
East Brunswick township,Middlesex,2021,PSEG/JCPL,145374858.00,186794239.00,10477763.00,3144006.00,345790866.00,PSEG
East Greenwich township,Gloucester,2015,ACE,41015708.00,13521069.00,2761047.00,375273.00,57673097.00,SJG
East Greenwich township,Gloucester,2016,ACE,42021510.00,14093294.00,2838870.00,369648.00,59323322.00,SJG
East Greenwich township,Gloucester,2017,ACE,39751596.00,13833671.00,4162483.00,357094.00,58104844.00,SJG
East Greenwich township,Gloucester,2018,ACE,40383742.00,12163884.00,5265643.00,365696.00,58178965.00,SJG
East Greenwich township,Gloucester,2019,ACE,40257325.00,12999554.00,5510716.00,372263.00,59139858.00,SJG
East Greenwich township,Gloucester,2020,ACE,40628163.00,12900292.00,14624827.00,374079.00,68527361.00,SJG
East Greenwich township,Gloucester,2021,ACE,41122606.00,14477921.00,18004906.00,374531.00,73979964.00,SJG
East Hanover township,Morris,2015,JCPL,41273659.00,77442096.00,143929039.00,579186.00,263223980.00,PSEG
East Hanover township,Morris,2016,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
East Hanover township,Morris,2017,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG
East Hanover township,Morris,2018,JCPL,43844570.00,80408890.00,122395178.00,564882.00,247213520.00,PSEG
East Hanover township,Morris,2019,JCPL,41603675.00,78977731.00,118670317.00,430690.00,239682413.00,PSEG
East Hanover township,Morris,2020,JCPL,42018141.00,72481645.00,109474661.00,21420.00,223995867.00,PSEG
East Hanover township,Morris,2021,JCPL,42224446.00,72293249.00,104683006.00,21420.00,219222121.00,PSEG
East Newark borough,Hudson,2015,PSEG,4470778.00,2829491.00,24154.00,297499.00,7621922.00,PSEG
East Newark borough,Hudson,2016,PSEG,4456680.00,2862641.00,-1180.00,293599.00,7611740.00,PSEG
East Newark borough,Hudson,2017,PSEG,4276978.00,2714420.00,8240.00,284933.00,7284571.00,PSEG
East Newark borough,Hudson,2018,PSEG,4511191.00,2705055.00,33911.00,294211.00,7544368.00,PSEG
East Newark borough,Hudson,2019,PSEG,4248957.00,2372722.00,49299.00,293006.00,6963984.00,PSEG
East Newark borough,Hudson,2020,PSEG,4418829.00,2122143.00,43095.00,288508.00,6872575.00,PSEG
East Newark borough,Hudson,2021,PSEG,4357659.00,2692522.00,49691.00,275314.00,7375186.00,PSEG
East Orange city,Essex,2015,PSEG,121008012.00,161334776.00,1099183.00,5171011.00,288612982.00,PSEG
East Orange city,Essex,2016,PSEG,120421742.00,157542170.00,953876.00,5190427.00,284108215.00,PSEG
East Orange city,Essex,2017,PSEG,117511968.00,152313092.00,899907.00,5199544.00,275924511.00,PSEG
East Orange city,Essex,2018,PSEG,125648940.00,153523853.00,1018536.00,5517511.00,285708840.00,PSEG
East Orange city,Essex,2019,PSEG,126081501.00,153291021.00,928020.00,4945961.00,285246503.00,PSEG
East Orange city,Essex,2020,PSEG,132012143.00,142367106.00,891428.00,5065124.00,280335801.00,PSEG
East Orange city,Essex,2021,PSEG,135902339.00,138881954.00,731080.00,5037426.00,280552799.00,PSEG
East Rutherford borough,Bergen,2015,PSEG,26596901.00,122028577.00,73731351.00,838101.00,223194930.00,PSEG
East Rutherford borough,Bergen,2016,PSEG,26476083.00,112052682.00,71450781.00,842221.00,210821767.00,PSEG
East Rutherford borough,Bergen,2017,PSEG,25546089.00,109510787.00,70931732.00,802490.00,206791098.00,PSEG
East Rutherford borough,Bergen,2018,PSEG,26964034.00,167308552.00,25947743.00,848730.00,221069059.00,PSEG
East Rutherford borough,Bergen,2019,PSEG,25516762.00,214793620.00,9706974.00,859203.00,250876559.00,PSEG
East Rutherford borough,Bergen,2020,PSEG,26629716.00,219193603.00,9124827.00,870340.00,255818486.00,PSEG
East Rutherford borough,Bergen,2021,PSEG,27397557.00,259115028.00,9391521.00,875772.00,296779878.00,PSEG
East Windsor township,Mercer,2015,PSEG/JCPL,81700296.00,114796344.00,4706819.00,847297.00,202050756.00,PSEG
East Windsor township,Mercer,2016,PSEG/JCPL,4365.00,2469309.00,NDA,1796.00,2475470.00,PSEG
East Windsor township,Mercer,2017,PSEG/JCPL,8751.00,2414834.00,NDA,1699.00,2425284.00,PSEG
East Windsor township,Mercer,2018,PSEG/JCPL,80327998.00,114358389.00,11089402.00,785693.00,206561482.00,PSEG
East Windsor township,Mercer,2019,PSEG/JCPL,77950314.00,107375294.00,11424961.00,783148.00,197533717.00,PSEG
East Windsor township,Mercer,2020,PSEG/JCPL,79118574.00,93115055.00,11501433.00,782894.00,184517956.00,PSEG
East Windsor township,Mercer,2021,PSEG/JCPL,80026040.00,91720526.00,13054410.00,782611.00,185583587.00,PSEG
Eastampton township,Burlington,2015,PSEG,21266485.00,6990790.00,8370.00,423330.00,28688975.00,PSEG
Eastampton township,Burlington,2016,PSEG,20915447.00,6787689.00,7962.00,412498.00,28123596.00,PSEG
Eastampton township,Burlington,2017,PSEG,19878714.00,6780334.00,8220.00,413376.00,27080644.00,PSEG
Eastampton township,Burlington,2018,PSEG,21504542.00,6953668.00,74126.00,419448.00,28951784.00,PSEG
Eastampton township,Burlington,2019,PSEG,20966651.00,6732984.00,118355.00,428792.00,28246782.00,PSEG
Eastampton township,Burlington,2020,PSEG,21978386.00,5964235.00,70320.00,438703.00,28451644.00,PSEG
Eastampton township,Burlington,2021,PSEG,23544435.00,6578213.00,69249.00,438505.00,30630402.00,PSEG
Eatontown borough,Monmouth,2015,JCPL,48465270.00,149385307.00,3313278.00,376629.00,201540484.00,NJNG
Eatontown borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Eatontown borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Eatontown borough,Monmouth,2018,JCPL,48751263.00,137254529.00,3296934.00,385356.00,189688082.00,NJNG
Eatontown borough,Monmouth,2019,JCPL,47840742.00,125081472.00,3262988.00,385716.00,176570918.00,NJNG
Eatontown borough,Monmouth,2020,JCPL,47039450.00,108678394.00,2939611.00,384684.00,159042139.00,NJNG
Eatontown borough,Monmouth,2021,JCPL,48748751.00,113467747.00,2634805.00,385356.00,165236659.00,NJNG
Edgewater borough,Bergen,2015,PSEG,44708879.00,71718244.00,1915037.00,611342.00,118953502.00,PSEG
Edgewater borough,Bergen,2016,PSEG,44608030.00,69957984.00,2007145.00,598548.00,117171707.00,PSEG
Edgewater borough,Bergen,2017,PSEG,44321950.00,72593424.00,1994137.00,576978.00,119486489.00,PSEG
Edgewater borough,Bergen,2018,PSEG,48162132.00,75739146.00,2180035.00,648526.00,126729839.00,PSEG
Edgewater borough,Bergen,2019,PSEG,46474324.00,70766259.00,2160813.00,652709.00,120054105.00,PSEG
Edgewater borough,Bergen,2020,PSEG,46684653.00,62076271.00,1939570.00,680273.00,111380767.00,PSEG
Edgewater borough,Bergen,2021,PSEG,47440079.00,65293072.00,1985845.00,675432.00,115394428.00,PSEG
Edgewater Park township,Burlington,2015,PSEG,27868306.00,21915006.00,56795.00,409417.00,50249524.00,PSEG
Edgewater Park township,Burlington,2016,PSEG,27743348.00,21308121.00,44624.00,435107.00,49531200.00,PSEG
Edgewater Park township,Burlington,2017,PSEG,25884386.00,20952546.00,43522.00,421144.00,47301598.00,PSEG
Edgewater Park township,Burlington,2018,PSEG,27730832.00,20114167.00,47067.00,459857.00,48351923.00,PSEG
Edgewater Park township,Burlington,2019,PSEG,26880152.00,19496287.00,46905.00,443439.00,46866783.00,PSEG
Edgewater Park township,Burlington,2020,PSEG,27006147.00,18145451.00,39491.00,440465.00,45631554.00,PSEG
Edgewater Park township,Burlington,2021,PSEG,27526054.00,19393734.00,47941.00,441278.00,47409007.00,PSEG
Edison township,Middlesex,2015,PSEG,259980328.00,682069610.00,96319647.00,5830509.00,1044200094.00,ETG/PSEG
Edison township,Middlesex,2016,PSEG,259624220.00,646576655.00,88765461.00,5783660.00,1000749996.00,ETG/PSEG
Edison township,Middlesex,2017,PSEG,244659069.00,698791526.00,80315583.00,5901654.00,1029667832.00,ETG/PSEG
Edison township,Middlesex,2018,PSEG,254533870.00,709773372.00,77655968.00,6197563.00,1048160773.00,ETG/PSEG
Edison township,Middlesex,2019,PSEG,241683384.00,712456611.00,77017006.00,6156616.00,1037313617.00,ETG/PSEG
Edison township,Middlesex,2020,PSEG,251745503.00,739735257.00,76440897.00,6193457.00,1074115114.00,ETG/PSEG
Edison township,Middlesex,2021,PSEG,254420154.00,724993344.00,75110759.00,6206626.00,1060730883.00,ETG/PSEG
Egg Harbor City city,Atlantic,2015,ACE,19545943.00,16656523.00,2025772.00,391131.00,38619369.00,SJG
Egg Harbor City city,Atlantic,2016,ACE,18221257.00,16043875.00,4980245.00,389977.00,39635354.00,SJG
Egg Harbor City city,Atlantic,2017,ACE,16921131.00,16444642.00,5972103.00,394934.00,39732810.00,SJG
Egg Harbor City city,Atlantic,2018,ACE,18333308.00,16925073.00,6702746.00,395161.00,42356288.00,SJG
Egg Harbor City city,Atlantic,2019,ACE,17539519.00,16014980.00,4891579.00,396584.00,38842662.00,SJG
Egg Harbor City city,Atlantic,2020,ACE,18141195.00,14655584.00,4073900.00,394263.00,37264942.00,SJG
Egg Harbor City city,Atlantic,2021,ACE,18733831.00,14358313.00,4152134.00,395411.00,37639689.00,SJG
Egg Harbor township,Atlantic,2015,ACE,117546600.00,118788643.00,2024487.00,888295.00,239248025.00,SJG
Egg Harbor township,Atlantic,2016,ACE,111120957.00,113333334.00,2147646.00,891259.00,227493196.00,SJG
Egg Harbor township,Atlantic,2017,ACE,103433850.00,112683641.00,3890139.00,932015.00,220939645.00,SJG
Egg Harbor township,Atlantic,2018,ACE,113202201.00,118417759.00,1351279.00,1013386.00,233984625.00,SJG
Egg Harbor township,Atlantic,2019,ACE,107040149.00,114221395.00,1264444.00,947018.00,223473006.00,SJG
Egg Harbor township,Atlantic,2020,ACE,104295333.00,104394666.00,1012234.00,952412.00,210654645.00,SJG
Egg Harbor township,Atlantic,2021,ACE,106636654.00,110111915.00,2305537.00,950492.00,220004598.00,SJG
Elizabeth city,Union,2015,PSEG,231590862.00,491342203.00,76552848.00,11801926.00,811287839.00,ETG
Elizabeth city,Union,2016,PSEG,231712939.00,493910361.00,74058101.00,11742820.00,811424221.00,ETG
Elizabeth city,Union,2017,PSEG,231608229.00,521454731.00,55103260.00,11660482.00,819826702.00,ETG
Elizabeth city,Union,2018,PSEG,238200220.00,500983986.00,95571146.00,12002488.00,846757840.00,ETG
Elizabeth city,Union,2019,PSEG,230291433.00,465203827.00,100716586.00,11451475.00,807663321.00,ETG
Elizabeth city,Union,2020,PSEG,239561169.00,440769780.00,94984279.00,11918925.00,787234153.00,ETG
Elizabeth city,Union,2021,PSEG,241075827.00,449011647.00,93071057.00,11939355.00,795097886.00,ETG
Elk township,Gloucester,2015,ACE,4346611.00,1005179.00,387920.00,66134.00,5805844.00,SJG
Elk township,Gloucester,2016,ACE,4140600.00,1127342.00,358560.00,66134.00,5692636.00,SJG
Elk township,Gloucester,2017,ACE,3970991.00,1203056.00,308560.00,67910.00,5550517.00,SJG
Elk township,Gloucester,2018,ACE,4244672.00,1290891.00,309040.00,70514.00,5915117.00,SJG
Elk township,Gloucester,2019,ACE,3967131.00,1377191.00,278000.00,70526.00,5692848.00,SJG
Elk township,Gloucester,2020,ACE,3908562.00,1341327.00,214560.00,70502.00,5534951.00,SJG
Elk township,Gloucester,2021,ACE,3942716.00,1368048.00,220160.00,70515.00,5601439.00,SJG
Elmer borough,Salem,2015,ACE,32389921.00,14818901.00,792945.00,75083.00,48076850.00,SJG
Elmer borough,Salem,2016,ACE,30597965.00,14203959.00,765081.00,71865.00,45638870.00,SJG
Elmer borough,Salem,2017,ACE,28433402.00,13475382.00,761885.00,70960.00,42741629.00,SJG
Elmer borough,Salem,2018,ACE,29533827.00,13665512.00,659448.00,70960.00,43929747.00,SJG
Elmer borough,Salem,2019,ACE,28160254.00,13389286.00,576971.00,72808.00,42199319.00,SJG
Elmer borough,Salem,2020,ACE,28846477.00,12871024.00,397661.00,75315.00,42190477.00,SJG
Elmer borough,Salem,2021,ACE,28887720.00,13606447.00,456529.00,75324.00,43026020.00,SJG
Elmwood Park borough,Bergen,2015,PSEG,52286546.00,58448390.00,180974539.00,1209261.00,292918736.00,PSEG
Elmwood Park borough,Bergen,2016,PSEG,52379655.00,58031525.00,178808659.00,1176188.00,290396027.00,PSEG
Elmwood Park borough,Bergen,2017,PSEG,49265633.00,58706383.00,180340113.00,1163107.00,289475236.00,PSEG
Elmwood Park borough,Bergen,2018,PSEG,51990915.00,62874594.00,182346811.00,1235606.00,298447926.00,PSEG
Elmwood Park borough,Bergen,2019,PSEG,49393256.00,60826433.00,67407250.00,1293634.00,178920573.00,PSEG
Elmwood Park borough,Bergen,2020,PSEG,51981410.00,56065874.00,100167917.00,1318274.00,209533475.00,PSEG
Elmwood Park borough,Bergen,2021,PSEG,50784873.00,55265980.00,86134902.00,1319120.00,193504875.00,PSEG
Elsinboro township,Salem,2015,ACE,235813.00,9898.00,NDA,27270.00,272981.00,SJG
Elsinboro township,Salem,2016,ACE,233209.00,8381.00,NDA,27270.00,268860.00,SJG
Elsinboro township,Salem,2017,ACE,245332.00,7089.00,NDA,27270.00,279691.00,SJG
Elsinboro township,Salem,2018,ACE,290542.00,10160.00,NDA,27270.00,327972.00,SJG
Elsinboro township,Salem,2019,ACE,264824.00,9572.00,NDA,27270.00,301666.00,SJG
Elsinboro township,Salem,2020,ACE,263178.00,10010.00,NDA,27270.00,300458.00,SJG
Elsinboro township,Salem,2021,ACE,260016.00,9047.00,NDA,27270.00,296333.00,SJG
Emerson borough,Bergen,2015,PSEG,25457003.00,20621646.00,343149.00,472564.00,46894362.00,PSEG
Emerson borough,Bergen,2016,PSEG,25197191.00,19822419.00,365068.00,464721.00,45849399.00,PSEG
Emerson borough,Bergen,2017,PSEG,23706652.00,18903845.00,339100.00,464761.00,43414358.00,PSEG
Emerson borough,Bergen,2018,PSEG,25156797.00,20106807.00,266142.00,468962.00,45998708.00,PSEG
Emerson borough,Bergen,2019,PSEG,23629371.00,18961664.00,210134.00,469895.00,43271064.00,PSEG
Emerson borough,Bergen,2020,PSEG,25018646.00,17206080.00,200673.00,488924.00,42914323.00,PSEG
Emerson borough,Bergen,2021,PSEG,24398065.00,16774312.00,211941.00,493206.00,41877524.00,PSEG
Englewood city,Bergen,2015,PSEG,88804191.00,147575362.00,12132161.00,3499004.00,252010718.00,PSEG
Englewood city,Bergen,2016,PSEG,88909923.00,144730919.00,8839985.00,3685592.00,246166419.00,PSEG
Englewood city,Bergen,2017,PSEG,85465787.00,138464963.00,8537429.00,3491470.00,235959649.00,PSEG
Englewood city,Bergen,2018,PSEG,90194952.00,138346812.00,9562463.00,3476960.00,241581187.00,PSEG
Englewood city,Bergen,2019,PSEG,86443780.00,139459370.00,8723176.00,3326133.00,237952459.00,PSEG
Englewood city,Bergen,2020,PSEG,90292049.00,129627440.00,7783806.00,3296350.00,230999645.00,PSEG
Englewood city,Bergen,2021,PSEG,90162823.00,130220228.00,7612323.00,3299911.00,231295285.00,PSEG
Englewood Cliffs borough,Bergen,2015,PSEG,26151777.00,77929147.00,775862.00,355577.00,105212363.00,PSEG
Englewood Cliffs borough,Bergen,2016,PSEG,26234819.00,74863950.00,690056.00,184059.00,101972884.00,PSEG
Englewood Cliffs borough,Bergen,2017,PSEG,24824717.00,72246520.00,692004.00,191506.00,97954747.00,PSEG
Englewood Cliffs borough,Bergen,2018,PSEG,26128397.00,70575901.00,757295.00,450675.00,97912268.00,PSEG
Englewood Cliffs borough,Bergen,2019,PSEG,24854635.00,69486923.00,811915.00,619229.00,95772702.00,PSEG
Englewood Cliffs borough,Bergen,2020,PSEG,26000926.00,67662461.00,686663.00,624938.00,94974988.00,PSEG
Englewood Cliffs borough,Bergen,2021,PSEG,25888024.00,67293580.00,740619.00,625140.00,94547363.00,PSEG
Englishtown borough,Monmouth,2015,JCPL,9595789.00,10675844.00,25920.00,155292.00,20452845.00,NJNG
Englishtown borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Englishtown borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Englishtown borough,Monmouth,2018,JCPL,9193554.00,9924329.00,25720.00,151250.00,19294853.00,NJNG
Englishtown borough,Monmouth,2019,JCPL,8676061.00,10144793.00,24560.00,155292.00,19000706.00,NJNG
Englishtown borough,Monmouth,2020,JCPL,9013515.00,9720592.00,22200.00,155292.00,18911599.00,NJNG
Englishtown borough,Monmouth,2021,JCPL,9322980.00,9681182.00,24760.00,155292.00,19184214.00,NJNG
Essex Fells borough,Essex,2015,PSEG,12885634.00,1871154.00,2038816.00,164567.00,16960171.00,PSEG
Essex Fells borough,Essex,2016,PSEG,12838548.00,2011824.00,2028001.00,177432.00,17055805.00,PSEG
Essex Fells borough,Essex,2017,PSEG,12278197.00,1829285.00,1616922.00,164826.00,15889230.00,PSEG
Essex Fells borough,Essex,2018,PSEG,12980203.00,1799069.00,1884792.00,191149.00,16855213.00,PSEG
Essex Fells borough,Essex,2019,PSEG,12496646.00,1820123.00,1759070.00,177486.00,16253325.00,PSEG
Essex Fells borough,Essex,2020,PSEG,13033365.00,1700054.00,1736933.00,177428.00,16647780.00,PSEG
Essex Fells borough,Essex,2021,PSEG,13035793.00,1864021.00,1787997.00,177481.00,16865292.00,PSEG
Estell Manor city,Atlantic,2015,ACE,7897619.00,1529170.00,105520.00,8022.00,9540331.00,SJG
Estell Manor city,Atlantic,2016,ACE,7371545.00,1496062.00,113280.00,8022.00,8988909.00,SJG
Estell Manor city,Atlantic,2017,ACE,6902295.00,1407595.00,102480.00,8022.00,8420392.00,SJG
Estell Manor city,Atlantic,2018,ACE,7336133.00,1624032.00,113760.00,8022.00,9081947.00,SJG
Estell Manor city,Atlantic,2019,ACE,7059089.00,1902506.00,96320.00,8022.00,9065937.00,SJG
Estell Manor city,Atlantic,2020,ACE,6798875.00,1768454.00,72320.00,8022.00,8647671.00,SJG
Estell Manor city,Atlantic,2021,ACE,7183623.00,1923927.00,103440.00,8023.00,9219013.00,SJG
Evesham township,Burlington,2015,PSEG/ACE,181417853.00,177500838.00,542363.00,2584988.00,362237860.00,PSEG/SJG
Evesham township,Burlington,2016,PSEG/ACE,177176572.00,169934224.00,575002.00,2537506.00,350456636.00,PSEG/SJG
Evesham township,Burlington,2017,PSEG/ACE,166995622.00,165891326.00,1464332.00,1999448.00,336547259.00,PSEG/SJG
Evesham township,Burlington,2018,PSEG/ACE,173829475.00,170814143.00,1032601.00,2169686.00,347845905.00,PSEG/SJG
Evesham township,Burlington,2019,PSEG/ACE,168321995.00,163295025.00,985659.00,2480477.00,335083156.00,PSEG/SJG
Evesham township,Burlington,2020,PSEG/ACE,172304714.00,151408262.00,813382.00,2479636.00,327005994.00,PSEG/SJG
Evesham township,Burlington,2021,PSEG/ACE,174112925.00,154310915.00,1315959.00,2511002.00,332250801.00,PSEG/SJG
Ewing township,Mercer,2015,PSEG,106275418.00,235973601.00,19329104.00,2599653.00,364177776.00,PSEG
Ewing township,Mercer,2016,PSEG,106771590.00,234779888.00,19419763.00,2568159.00,363539400.00,PSEG
Ewing township,Mercer,2017,PSEG,101930847.00,233374079.00,18716770.00,2893581.00,356915277.00,PSEG
Ewing township,Mercer,2018,PSEG,107614599.00,235154217.00,21678510.00,2860402.00,367307728.00,PSEG
Ewing township,Mercer,2019,PSEG,104151010.00,214476635.00,18492643.00,2653141.00,339773429.00,PSEG
Ewing township,Mercer,2020,PSEG,108731239.00,211444072.00,18143580.00,2647393.00,340966284.00,PSEG
Ewing township,Mercer,2021,PSEG,111006018.00,200834685.00,18129977.00,2643276.00,332613956.00,PSEG
Fair Haven borough,Monmouth,2015,JCPL,27079025.00,7091036.00,NDA,180297.00,34350358.00,NJNG
Fair Haven borough,Monmouth,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Fair Haven borough,Monmouth,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG
Fair Haven borough,Monmouth,2018,JCPL,26899452.00,7316993.00,NDA,186710.00,34403155.00,NJNG
Fair Haven borough,Monmouth,2019,JCPL,25990280.00,6813792.00,NDA,186576.00,32990648.00,NJNG
Fair Haven borough,Monmouth,2020,JCPL,26695625.00,5905808.00,NDA,186573.00,32788006.00,NJNG
Fair Haven borough,Monmouth,2021,JCPL,27800891.00,6247631.00,NDA,184699.00,34233221.00,NJNG
Fair Lawn borough,Bergen,2015,PSEG,97497460.00,124041487.00,25535120.00,1410608.00,248484675.00,PSEG
Fair Lawn borough,Bergen,2016,PSEG,97124146.00,120090193.00,22559177.00,1407044.00,241180560.00,PSEG
Fair Lawn borough,Bergen,2017,PSEG,91432826.00,112718334.00,22388309.00,1208097.00,227747566.00,PSEG
Fair Lawn borough,Bergen,2018,PSEG,96518412.00,107053329.00,21338907.00,1595408.00,226506056.00,PSEG
Fair Lawn borough,Bergen,2019,PSEG,91070432.00,104697798.00,20076460.00,1534590.00,217379280.00,PSEG
Fair Lawn borough,Bergen,2020,PSEG,97155612.00,101797404.00,21080546.00,1424939.00,221458501.00,PSEG
Fair Lawn borough,Bergen,2021,PSEG,96115088.00,88644049.00,19027721.00,1481930.00,205268788.00,PSEG
Fairfield township (Cumberland),Cumberland,2015,ACE,5156965.00,11965085.00,389443.00,139766.00,17651259.00,SJG
Fairfield township (Cumberland),Cumberland,2016,ACE,4717147.00,11635506.00,416449.00,139766.00,16908868.00,SJG
Fairfield township (Cumberland),Cumberland,2017,ACE,4240293.00,11691637.00,332008.00,139766.00,16403704.00,SJG
Fairfield township (Cumberland),Cumberland,2018,ACE,4244648.00,11019967.00,353037.00,139766.00,15757418.00,SJG
Fairfield township (Cumberland),Cumberland,2019,ACE,4020109.00,10553157.00,423461.00,141361.00,15138088.00,SJG
Fairfield township (Cumberland),Cumberland,2020,ACE,4043244.00,11076333.00,491729.00,144146.00,15755452.00,SJG
Fairfield township (Cumberland),Cumberland,2021,ACE,4118745.00,11727647.00,533702.00,144133.00,16524227.00,SJG
Fairfield township (Essex),Essex,2015,PSEG,31359443.00,154130736.00,32224118.00,907124.00,218621421.00,PSEG
Fairfield township (Essex),Essex,2016,PSEG,30375820.00,149456596.00,31727955.00,889533.00,212449904.00,PSEG
Fairfield township (Essex),Essex,2017,PSEG,29546924.00,147613045.00,32640842.00,912445.00,210713256.00,PSEG
Fairfield township (Essex),Essex,2018,PSEG,30934467.00,153654171.00,31713368.00,931493.00,217233499.00,PSEG
Fairfield township (Essex),Essex,2019,PSEG,29801499.00,152295072.00,29339794.00,892313.00,212328678.00,PSEG
Fairfield township (Essex),Essex,2020,PSEG,30864759.00,138738705.00,26907428.00,953510.00,197464402.00,PSEG
Fairfield township (Essex),Essex,2021,PSEG,30872884.00,140133066.00,26662457.00,956485.00,198624892.00,PSEG
Fairview borough,Bergen,2015,PSEG,28138027.00,28144355.00,5629691.00,1021044.00,62933117.00,PSEG
Fairview borough,Bergen,2016,PSEG,28053964.00,26497804.00,5385787.00,985320.00,60922875.00,PSEG
Fairview borough,Bergen,2017,PSEG,26546703.00,26621516.00,3985570.00,1016752.00,58170541.00,PSEG
